comment,date
去年整个27没跑要不老子赚了10W了,2021/12/13
成迪龙退市新规下首例重新上市,2021/12/13
再等两年姑奶奶就卖了你,2021/12/13
大盘那样的时候它还会那样呢不信走着瞧,2021/12/13
我就等着看他第二次退市哈欠,2021/12/13
招商中远两家大央企可是旗下公司的股价天壤之别招商毫无作为出资30亿把银,2021/12/13
怪自己20208月28没有,2021/12/13
杀跌啊,2021/12/13
就看这次建行到期减持没有了工商银行上次是真减持建行两次如果都是假减持那么说,2021/12/13
大盘都这样了你还在织布,2021/12/13
大盘都这样了你还织布,2021/12/13
这个垃圾南油会不鸣则已吗,2021/12/13
怎么不跌跌到一元以下不香吗反正高管薪水又不会减少,2021/12/13
新来的董秘工资有点高啊124万一个月10万左右每个月憋那几个字还是复制黏贴的,2021/12/13
可以扯了,2021/12/13
自从买了你这垃圾人都日渐消瘦,2021/12/13
长航油运的小散们这么多年有多辛苦大股东们你们这些年日子怎么样,2021/12/13
1月份解禁27亿股,2021/12/13
压的死死的完全没有任何缝隙,2021/12/13
已挂199看看能不能成交捂脸,2021/12/13
建行你倒是减呀,2021/12/13
3700点了这个垃圾怎么还不如2000点的价格,2021/12/13
正正好好197本捂脸,2021/12/13
我就想问问你今天能不能涨一分也行捂脸,2021/12/13
织布机坏种,2021/12/13
这个股就是招商局集团的业绩考核表,2021/12/13
这股没有研报数据,2021/12/13
银行股也没有你走的稳真奇了怪了卖了平安买了这货,2021/12/13
2000万压单庄太狠了,2021/12/13
今天属于st板块,2021/12/13
3700点了还不如2200点的股价,2021/12/13
198获利了高兴摊手,2021/12/13
董秘招商南油是垃圾公司吗谢谢,2021/12/13
久横必跌,2021/12/13
愿花开时遇惜花之人愿叶落时遇归乡之客愿红尘深处故人归来时犹如故人心,2021/12/12
南油在憋大招整体上市时间不多了再不抢没了,2021/12/12
我想画只大大的,2021/12/12
得意得意,2021/12/12
招商南油本周融资净买入1732万元居航运港口板块第十二,2021/12/12
这个资讯是否靠谱南油在憋什么坏招,2021/12/12
超级大资金入场上压下挂瀑风雨无阻就等一根放量阳线底位成立吃肉行情眼前反转,2021/12/11
撤了买入电信现在赢了,2021/12/11
招商南油融资净买入8815万元融资余额274亿元1210,2021/12/11
昨天获利卖出中国电信443保留了一点点建仓招商南油196摊手,2021/12/11
长横不涨必跌不要再加仓了,2021/12/11
公司股价一直低迷原管理层的不作为是主要原因希望新的管理层能够做好做强公司,2021/12/11
这走势真特么绝了做T都不够手续费的要么守要么走做t想都不要想呲牙,2021/12/10
多发一点公告也行啊哪怕屁大点事毕竟跌了3年了偶尔响起几个浪花也行,2021/12/10
招商南油清仓210今建仓196捂脸,2021/12/10
招商南油受疫情影响 国际油运市场运价仍持续低迷 而国际原油价格回暖也推高了船舶燃油成本 导致运输市场收益不振,2021/12/10
这个股太牛了,2021/12/10
兄弟们周末快乐献花献花献花,2021/12/10
娜扎出世没这么容易,2021/12/10
看看周末新董秘发不发公告,2021/12/10
招商南油融资净买入49568万元融资余额272亿元1203,2021/12/10
198挂单我935挂的还没轮到我的哭根本没有量,2021/12/10
一分钱都不让我赚L希皮的,2021/12/10
8万手压的稳稳的,2021/12/10
下个星期上下十万手来玩就得了,2021/12/10
196已买入捂脸,2021/12/10
这是妖孽,2021/12/10
9点17我就挂了198到现在还没轮上我9点25的时候198是418,2021/12/10
你们都认为便宜就往里死冲,2021/12/10
我挂165需要等多久,2021/12/10
昨天晚上23点37分挂单196成交失败捂脸,2021/12/10
股价与奖金挂钩,2021/12/10
抬头向上成本比银行低二十个点怕毛,2021/12/10
今天不涨2分请董事会说明公司每天都在干什么业务,2021/12/10
弱逼,2021/12/10
招商系真TM垃圾,2021/12/10
中海远控走的那么好这货怎么了有病得治,2021/12/10
雪压枝头低虽低不着泥一朝红日出依旧与天齐,2021/12/10
196进来的恭喜你进入死亡列车你还TM认为捡了便宜,2021/12/10
又是一动不动,2021/12/10
有钱就买你了,2021/12/10
从现在开始有钱就买你了,2021/12/10
几百万切,2021/12/10
一顿操作猛如虎一看结果二百五得意,2021/12/10
南油不是憋坏招是根本就没有计划涨目的就是把银行手上没有放出来的股变现,2021/12/10
招商南油融资净偿还47473万元融资余额273亿元1209,2021/12/10
捂脸捂脸有一外地朋友说想吃特产我就给寄了一箱青皮核桃谁料收到回复,2021/12/10
债未还完明年退市又再上市割完股民仁债还完了才会涨历史证明股民是背锅的任,2021/12/10
已挂单卖出股票一只170切换到招商南油196捂脸,2021/12/10
想一下呲牙,2021/12/10
倒计时15分钟,2021/12/9
很奇怪早上挂198卖半天一股没成交中午干脆撤单挂197买又是半天一股没,2021/12/9
601975无量想涨都难,2021/12/9
下个月有大解禁估计难有什么大行情,2021/12/9
底部在抬高必须涨了,2021/12/9
成功就在于跟对人做对事,2021/12/9
过几天放出10几亿股放狗咬你这逼烂股,2021/12/9
这周走势不同是慢慢修路走起来的是不是有好的兆头,2021/12/9
明天建仓196摊手,2021/12/9
三天了一动不动,2021/12/9
庄已底吸了不少了,2021/12/9
98卖不出去是吧滴汗,2021/12/9
我加了5000注979695都在等昨天95犹豫了,2021/12/9
大股东占比太少了,2021/12/9
一刀穷一刀富一刀披麻布疯子买疯子卖还有疯子在等待,2021/12/9
这样的走势还能坚持多久才才能结束啊三年时间一直下跌上市就是给股民一个寂寞的吗,2021/12/9
都是散户养着在这逼股你们还抱有希望取消户口够吧,2021/12/9
长征二万五千里革命尚未成功同志仍需努力加仓加油,2021/12/9
划转给长航解禁限制过会通知下来了没有只要证那同意取消限制南油增资扩股长航注,2021/12/9
同志们大盘都要创新高了你们感觉还好吗,2021/12/9
真知灼见招商南油的真相招商南油以下条件改变就能大涨看看吧长长心,2021/12/9
是什么样的力量让南油独立于大盘板块之外如此特立独行,2021/12/9
纵使疾风起人生莫言弃,2021/12/9
狗庄买自己的筹码然后砸自己的筹码玩得不亦乐乎开始大笔买196大笔砸197,2021/12/9
要破二我就把它卖了,2021/12/9
招商南油连续4日融资净买入累计105547万元1208,2021/12/9
走成空中加油今天明天瀑发涨停板注意安全,2021/12/9
不用看了又是死狗一条,2021/12/9
新能源车越来越多这南油就跟难了,2021/12/9
减少燃油车,2021/12/9
我挂19进,2021/12/9
臆想天开哪里有庄,2021/12/9
招商南油运气是杠杠的每周都有别十,2021/12/8
好股票,2021/12/8
压住股价做些小动作,2021/12/8
原本以为换新董秘有心怀是干大事的人现在才发现也是混工资的人啊大笑,2021/12/8
马上过年消费板块还是不错的,2021/12/8
新任董秘今年才49岁应该有点冲劲吧应该不至于这么年轻就不行了赌一把看他,2021/12/8
航运价格大涨主力在悄悄的吸筹散户都在跑又是一样的故事,2021/12/8
又织布天天如此没救了,2021/12/8
曹操的箭越射越准啊鼓掌鼓掌鼓掌鼓掌鼓掌鼓掌大笑,2021/12/8
之前买了点放了好久了涨了5分钱六六六跌下去我再买点滴汗别退市就行,2021/12/8
央企退市第一股重组成功恢复上市 新 新华日报 23小时前,2021/12/8
3只乌鸦好好体会,2021/12/8
这货是真的稳啊大盘涨这么多了还是一点反应都没有,2021/12/8
招商南油连续3日融资净偿还累计51004万元1201,2021/12/8
大涨的一天还玩了个寂寞死股,2021/12/8
这家伙在憋大招不信你抛了试试立马涨,2021/12/8
近期冲击21,2021/12/8
很好非常稳定,2021/12/8
要退市了吗,2021/12/8
看不到一点上涨的希望,2021/12/8
心电图有比南油走势稳吗,2021/12/8
玩人呵,2021/12/8
每天都稳如死狗得意,2021/12/8
进军雄起,2021/12/8
这招不动如山练得好,2021/12/8
注意下跃一波反弹一下十有八九出货不要以为在低位好多人把反弹看做是要涨的错觉,2021/12/8
经历了退市的人不解套坚决不卖,2021/12/8
这股是不是有雷没爆出来绝对不是债转股那点破事否则不会股价这么低,2021/12/8
那有什么庄臆想症,2021/12/8
国企改革现涨停潮,2021/12/8
不错下午大盘好96可以买一点,2021/12/8
有意思吗SB庄磨来磨去,2021/12/8
大市走红你也是不红抄底,2021/12/8
害群之马招商南油,2021/12/8
为什么整天老忽悠人家买进去,2021/12/8
织布机啊我差点上了,2021/12/8
菠萝指数上涨了快二百个点了吧结果招商你拉稀屙了一裤子太TaiMa的恶心了,2021/12/8
二块零一至一块九五卖的今天卖了上海港机在195买回了,2021/12/8
渍渍这样才有一点点火药味,2021/12/8
织布机开始工作看得累一天一年一个样,2021/12/8
今天194接盘,2021/12/8
ST都被爆炒这货在ST板块里也是倒数10名这年头赚2个亿的公司股价不如ST,2021/12/8
中国物流集团组建借壳招油大家都发财了欧耶献花献花献花献花,2021/12/8
南油短期趋势短期的强势行情可能结束若跌破止损价190元建议谨慎对待逢高,2021/12/7
航运部整体借壳上市,2021/12/7
招商南油就没有上市的必要要么被招商轮船收了要么被长航集团借壳上市要么被中国,2021/12/7
这玩意还有30个亿补亏早点发出来也不会和它耗那么久没希望的玩意耗了半年本来赚14,2021/12/7
假突破还要回调烂油扶不上墙,2021/12/7
大家千万不要买南油利好利空都是跌买了就套住,2021/12/7
坚信他会涨大家等着瞧吧,2021/12/7
A股怪现象亏损的股涨几倍赢利的却不涨,2021/12/7
磨吧,2021/12/7
我怎么见庄在吸筹码,2021/12/7
这股牛逼就是不上两块钱就不给建行减持大笑大笑大笑大笑,2021/12/7
快买让我解套哭,2021/12/7
这货天天没完没了了为什么,2021/12/7
不服不行千年乌龟,2021/12/7
回本就撤太垃圾了,2021/12/7
这家伙估计要到1元左右,2021/12/7
股票从19年1月份上市就一路阴跌银行更是一家接着一家减持手里的股票公司里的大,2021/12/7
骂得越狠涨得越高君不见万里股份被骂得狗血淋头的时候了只要有故事开讲就来火了,2021/12/7
197卖了坐等185买入,2021/12/7
招商南油融资净买入3858万元融资余额276亿元1206,2021/12/7
还不如ST企业,2021/12/7
央企退市第一股重组成功恢复上市新新华日报23小时前,2021/12/6
大道至简乾坤未定你我皆是黑马,2021/12/6
不好老夫又来招商揩油了,2021/12/6
记得原来还有人yy男友造游轮来着现在看造特么火箭也没用啊,2021/12/6
早割早好,2021/12/6
050元以下坚决买入坚决买入坚决买入,2021/12/6
100元以下坚决砸锅卖铁也不买它,2021/12/6
炒股多年这股票不是最臭的一只而是一只最玩赖的股票,2021/12/6
130元以下坚决管住手,2021/12/6
150元以下坚决买入,2021/12/6
刚换个领导不发个公告振奋人心一下吗上来跌两个点太打脸了,2021/12/6
334个海员怎么不,2021/12/6
这垃圾谁买谁后悔,2021/12/6
这个股票到底是鬼还是妖病的不清啊,2021/12/6
央行官网消息为支持实体经济发展促进综合融资成本稳中有降中国人民银行决定于2,2021/12/6
抓紧收集筹码看多看多看多满仓满仓满仓抄底抄底,2021/12/6
1月份解禁12亿股这些原始股应该是第一次退市后在三板里几毛钱买的低价股有非常,2021/12/6
197割了你们留下的发财吧,2021/12/6
死了心电图都没了大笑,2021/12/6
真的这股你们就不能心齐点多举报举报纯纯割韭菜你们忍着那就继续眯着吧,2021/12/6
唉又当了会韭菜198卖出20买进图啥,2021/12/6
唉两块都留不住难喽,2021/12/6
当下阶段还有几只股票比招商南油安全边际更高发展预期更广呢,2021/12/6
招商南油601975SH曾善柱辞去副总经理董事会秘书等职务,2021/12/6
新董秘来了大伙赶紧的去问问题不然董秘又装死了或是装看不见,2021/12/6
只能留着过年了,2021/12/6
这是不是W底,2021/12/6
大笑价值技术业绩大笑这样的量钱多人傻吗小国家看了都怕都顶一个国家,2021/12/6
我只有一句话,2021/12/6
全球海运看好为什么这个股不涨,2021/12/6
扶不起的阿斗啊,2021/12/6
这逼股还能看出来涨我真是无语你们岂不是疯啦,2021/12/6
太低买买买中农工建全是银行成本比我高多了周一涨涨涨,2021/12/6
赶紧退市坑d,2021/12/6
新董秘可以出来走二步了给大家鼓一点劲,2021/12/6
人气榜进500才会有戏,2021/12/5
招商南油本周融资净偿还18934万元居航运港口板块第四,2021/12/5
不会出手的,2021/12/4
正能量帖等到四季度中国银行清仓完咱们就可以重点布局招商南油了越跌越买跨年持,2021/12/4
借壳上市,2021/12/4
建议改名招商海运不知道的人还以为你是卖废油的股价白菜价,2021/12/4
周末快乐大笑大笑大笑,2021/12/4
601975招商南油第十届董事会第七次会议决议公告,2021/12/4
中国银行应该已经清仓了,2021/12/4
这个公司的董秘还是曾善蛀吗国内证券市场资历最老的董秘之一自1997年ST长,2021/12/4
这个董秘走人为什么还要聘为顾问十足的草包呀,2021/12/4
不好在2块以下一个多月了今天突然上窜诱多割肉,2021/12/4
年龄大的不适合当董秘恪守成规,2021/12/4
周线金叉不卖了,2021/12/3
商属金柱属木金克木,2021/12/3
商字属金柱字属木金克木,2021/12/3
想要翻身只有重组一条路,2021/12/3
感觉董秘提前跑路挺好的支持迷途知返早日回家休息我给你总的分数是下课,2021/12/3
利好吧,2021/12/3
38的本套2年了,2021/12/3
还不如ST凯乐服了,2021/12/3
卖一半周一回调再买回来补一下差价28的成本什么时候解套呀,2021/12/3
一个OPEC增产40万桶原油和宁波港上调10集装箱装卸费带动港口水运板块的短,2021/12/3
最好还是在2块下面玩吃起来口感好一些,2021/12/3
今天清空了散户在减少,2021/12/3
压制南油的苦主曾善柱终于走了从此以后猛龙出水冲上云霄,2021/12/3
还不如一个地级市上市的ST股大哥你他妈是什么东西3年了,2021/12/3
昨天195卖的今天202追回完美,2021/12/3
去个王换个花大笑,2021/12/3
这只票比还要若,2021/12/3
大股东的减持大家判断的很准基本达成了共识吓唬小股东主力在吸筹如果是这样,2021/12/3
只能说便宜没好货,2021/12/3
又出来套人了,2021/12/3
一分钱玩一天搞个锤子滴汗,2021/12/3
2021年准备过2结束,2021/12/3
我擦进来就不动了捂脸真恶心,2021/12/3
终于站上2层楼了,2021/12/3
今天201收盘恭喜我又挣两分钱,2021/12/3
宁波港涨停了南油也好追了,2021/12/3
一只穿云箭千军万马来相见,2021/12/3
快过年了都把良心拿出来了让散户都能赚一些钱好过年了否则天怨人怒的就会有大灾,2021/12/3
启动,2021/12/3
你能突破205,2021/12/3
为什么长期买和卖都是几万几万的单,2021/12/3
看起来又套不少,2021/12/3
周一开始大跌015今天卖卖卖周一月底在买回来,2021/12/3
201元收盘,2021/12/3
这个港口太臭了,2021/12/3
硬是磨到我一股都没有了就涨太狠了前面挂了七八天197卖都没成交昨天就成交,2021/12/3
可以卖点18在买回来做它一下,2021/12/3
过了197起码能到204做个t大笑差一分,2021/12/3
要不大家和庄一起拉,2021/12/3
下周跌破180元,2021/12/3
怎么308就不动了,2021/12/3
T飞的来我这里报个到呲牙,2021/12/3
仙剑豪情风雨并肩,2021/12/3
终于回两了再接再厉强壮,2021/12/3
有没有T飞的,2021/12/3
港口牛逼圣诞节到了,2021/12/3
辣鸡横盘十年都不会有半点起色,2021/12/3
这周上2元看多,2021/12/3
刚刚进来怎么不动了,2021/12/3
都涨停压盘的人有毛病啊,2021/12/3
不跌破18不能玩,2021/12/3
板块5个多点,2021/12/3
现价适合买入,2021/12/3
应该有有兄弟看到这帖子把,2021/12/3
终于突破了大笑,2021/12/3
招商南油12月3日快速上涨,2021/12/3
港口大涨招商,2021/12/3
194挂上193也挂上希望194能买入193不指望,2021/12/3
招商南油连续4日融资净偿还累计68503万元1202,2021/12/3
呼之欲出的上涨看看图已经到要大涨的最后时刻了压盘是压不住的这样的图形除,2021/12/2
油价暴跌南油的运输成本降低了利好疫情爆发运费暴涨也是利好降本增收双重,2021/12/2
招商南油明天建仓194不等了手里的钱不多了少来点捂脸,2021/12/2
南油短期不可能涨的建行到现在为止还没减持后续道路漫漫长长大家都认为重新上市,2021/12/2
吧里那个追随内心就是天天唱空当救世主呢就差穿个红裤衩了职业股托没股天,2021/12/2
准备一块钱买入,2021/12/2
太多散户了起码还要磨3年到5年才有起色,2021/12/2
买进持有是你赚钱的唯一机会,2021/12/2
我想问一下各位大哥南油我一万块钱做t的话涨一分钱t出来我能赚到钱吗我佣金,2021/12/2
原来的建行减持公告就是吓唬散户的到现在都不卖说明至少股价不涨到2302,2021/12/2
股价这么底看好的就拿不着好的就走人毛估估毛估估毛估估,2021/12/2
大实话一语定招商南油干货该来点干货了说句大实话外面好股这么多谁会买会,2021/12/2
南油都是跌想办法套人,2021/12/2
那个追随内心就是股托天天穿个红肚兜拯救小散来了为了那一两分钱也是拼了,2021/12/2
你就撞看图形就知道要大涨了今天中字头国企都上涨了,2021/12/2
解禁后一个月内必涨,2021/12/2
都闭嘴吧该跌就跌该涨就自然涨了哪么多废话哈欠哈欠哈欠,2021/12/2
可怜的量化交易者散了吧,2021/12/2
谁要收购吧雇了那么多唱空的都是深套的,2021/12/2
招商南油2021命数还债年准准准2021年底看招商南油1股价不过3元2,2021/12/2
搜于特起来了为了南油错过了太多行情,2021/12/2
真正能涨的股板块一上就要跟,2021/12/2
古有姜伯约九伐中原今有招商南油九冲197,2021/12/2
昨晚挂的197清仓516手全部成交了而挂的194买入单一股没买到会不会倒,2021/12/2
这股真废了上不了2元下不下19,2021/12/2
确实是一坨鉴定完毕,2021/12/2
中远海控开的是船难道你开的是舟吗,2021/12/2
大盘已经震荡上行这次就要看招商能不能跟下大盘碰前期高点不,2021/12/2
盘子适当价位不高调整期够长注意低吸定有回报,2021/12/2
货运指数飙升,2021/12/2
美欧航运大面积停航海运费价格暴涨,2021/12/1
一个小时了就我一个人在玩,2021/12/1
假装卖不出去又挨骂最后留在手里心安理得建行也,2021/12/1
哦靠今天反弹两分吧里好安静呀难道是因为把我的血筹磨出来了吗千万别学重庆路桥,2021/12/1
银行没有卖请问是什么人天天压盘,2021/12/1
看到这么多骂贱行江苏分行的我就放心了明明舍不得减持还两次放同样的屁大家都,2021/12/1
招商集团是宇宙第一大集团公司为什么会有这么一个阿斗公司随便注入点优质资产股价,2021/12/1
象贱行一样两次通告然后一股未减的情况是否违规可以去证监会举报吗懂行的指点,2021/12/1
招商南油老虎不发威当我是病猫你们明天看我拉涨停,2021/12/1
大家千万不要买南油利好利空都是跌买进就套牢,2021/12/1
当年重新上市st长油我买了发现买不了还去开通了st风险权限然后被套几个月,2021/12/1
招商南油融资净买入1357万元融资余额27亿元1124,2021/12/1
坑人的东西价格越低坑人越狠,2021/12/1
信不信我明天拉涨停,2021/12/1
还要还30个亿这还要搞死多少人呀,2021/12/1
两次发布减持计划都是在持续下跌之后刚刚开始反弹价格都在228左右而最终又一,2021/12/1
今天怒涨一分,2021/12/1
呼吁曾善蛀老先生尽快回复,2021/12/1
外面哪个股一天不赚个一两点这股一个月能赚个一两点,2021/12/1
坚决踏破1块9否则就是主力耸,2021/12/1
进退两难没戏溅行是祸手,2021/12/1
191229算准了直接打它的要害,2021/12/1
发公告不减持该当何罪接二连三忽悠深套的散户公道何在,2021/12/1
大家怎么看,2021/12/1
慢慢磨散户太多还不齐心天天为了做一分T银行还要抛售大股东还要解禁你们慢,2021/12/1
是时候暴力拉升让融券做空的爆仓了一支穿云箭千军万马来相见,2021/12/1
要限售解禁了大家有什么看法,2021/12/1
海南游的理由安全有想象空间,2021/12/1
招商南油不如改制成民营自己不赚钱还养肥了一帮人给国家纳税就成,2021/12/1
请教高手了建行债转股的成本是多少不计算持有期间的损失,2021/12/1
要限售解禁了大家说说怎么办,2021/12/1
中国银行南京分行是最无耻的单位所有职工都得,2021/12/1
大股东都是有内幕的发布减持不减唯一目的就是压低股价吸筹前十股东总数不仅没减少,2021/12/1
招商南油融资净偿还21667万元融资余额272亿元1130,2021/12/1
请教高手长航集团手里掌握的股票会可能如何运作,2021/12/1
如果我没记错今天会出公告,2021/12/1
南油就是每天开盘都是绿油油,2021/11/30
这是个庄股天天几万手几十万手压盘维持了一年半了吧压盘撤单压盘撤单成交,2021/11/30
我他妈买了四年了,2021/11/30
这是一只很稳的票买入后可以锁仓去睡觉了,2021/11/30
痛的领悟我以为我会哭但是我没有我只是怔怔望着你的脚步给你我最后的祝福这何,2021/11/30
这个价格银行减持应该也是亏本的,2021/11/30
这个价格J行减持也是亏本,2021/11/30
这个价格贱行减持也是亏钱,2021/11/30
他日登高天地宽人间春色从容看纵有狂风拔地起我亦乘风破万里,2021/11/30
银行这个价位不减持属于利好看涨,2021/11/30
是不是徐翔概念股希望有个老铁来回答一下多谢,2021/11/30
我严重怀疑买这个股票的都是神经病,2021/11/30
干嘛装鳖孙,2021/11/30
炒股秘籍看某只股票一段时间盘面异常是指交易数据不要看K线图板块概念只,2021/11/30
从10月27日开始的史上最强天花板197什么时候可以破一下哦,2021/11/30
今日银行再出货600万股,2021/11/30
油价暴跌明天踏空的买不到了别听空比抢筹码,2021/11/30
涨幅榜跌幅榜你都有份,2021/11/30
真是,2021/11/30
难道这197就是过不去嘛过去了起码能到204做个t,2021/11/30
今天突破197后面涨一波,2021/11/30
195把它吃掉一马平川,2021/11/30
要爆发,2021/11/30
这股马上解禁了又是一波坑,2021/11/30
那么多可转债t0可玩谁还玩这种要死不活的,2021/11/30
畅想一下1未来招商仁和借壳南油2长航集团整体上市3招商轮船和招商南油,2021/11/30
糊弄人的股自己玩自己,2021/11/30
190已挂清仓捂脸,2021/11/30
长航借口上市吧或许能双赢,2021/11/30
中远海控又涨停了这货给他提鞋都不配,2021/11/30
买这个股心态不好得神经今年是没戏了,2021/11/30
我持有快一年了这股不死不活的,2021/11/30
你咋就不涨呢,2021/11/30
完犊子了真的朋友们,2021/11/30
十年磨一剑估计要再来十年,2021/11/30
尾盘逆市砸盘小主力勉强磨擦了一天最后人家都脱衣服了他却丢了泄得一手的腥气,2021/11/30
行情波罗的海干散货指数涨412报2881点,2021/11/30
191已挂建仓捂脸,2021/11/30
真有意思死股一枚,2021/11/30
招商南油融资净偿还2073万元融资余额274亿元1129,2021/11/30
继续退市再过16年上市免得害人,2021/11/29
你说你家大业大的还跑不赢那些马上退的st真的想不明白了,2021/11/29
呼董秘一下董秘快督一下建行别忘了说事儿,2021/11/29
啪啪啪呼董秘下一步准备怎么折腾公司,2021/11/29
呼一下董秘中外运的股票给你们手里后你们准备怎么折腾,2021/11/29
再呼董秘一下明年出的解禁日期还有效吗,2021/11/29
它没活儿人家的油人家的船和这鸟毛一点关系都没有如果看题材买这股你就错,2021/11/29
189挂20000,2021/11/29
低位十字星变盘在即,2021/11/29
你们家这货真有意思还没白菜贵应该被招商系开除族谱,2021/11/29
周一看谁跑得快了,2021/11/29
原油大跌海运个股进入上证50周一高开秒板成定局,2021/11/29
周一开盘就要抢匝斗快跑了,2021/11/29
同花顺明明显示21年预降8239闭眼说预增的建议去爱尔眼科好好看看这病,2021/11/29
191挂了好几天了急死我了捂脸,2021/11/29
前几天割了中国能建的兄弟还在这里坚守吗什么时候走记得打个招呼,2021/11/29
从板块大跌到大涨招商毛都没用,2021/11/29
此股还有救吗存在的价值在哪里呢可怜我3块多的本啊被套三年多大哭大哭,2021/11/29
中远系都涨了招商完犊子玩意,2021/11/29
跌破186亏50也无怨,2021/11/29
我想拿一个月试试十个点就跑,2021/11/29
债券大涨招商南油是欠人最大的债,2021/11/29
招商自己都带不好商这个事,2021/11/29
不久将会来个涨停,2021/11/29
招商系全部打包卖给中远系吧一个天一个地,2021/11/29
中远海特大涨,2021/11/29
这股就是第二个中石油大家都散了吧,2021/11/29
招商系全是垃圾看看中远系招商无能啊,2021/11/29
买啦五个票都在跌但是这个最稳跌幅小,2021/11/29
看看人家中远海能跌差不多五个点都翻红了这厮从跌一分到跌两分每天摁在地板上摩擦,2021/11/29
昨天说暴跌吃面的呢出来继续秀啊,2021/11/29
这垃圾还没上2元,2021/11/29
波罗的海干散货指数收高受各类型船需求强劲提振波罗的海干散货运价指数上涨89,2021/11/29
37家上市公司披露年报业绩预告29股业绩有惊喜,2021/11/29
徐翔在哪里,2021/11/28
明天开盘价买不知道怎么样反正一月解禁肯定是不会卖的解禁的是控股股东那部分,2021/11/28
大家做好吃面没,2021/11/28
不怕菠萝爆涨,2021/11/28
说实话这次跌本来就是给那些减持银行看的磨到一月吧但是放心南油是国家的是,2021/11/28
谨以此图献给该股的死多头们旺柴,2021/11/28
招商南油本周融资净买入59446万元居港口水运板块第五,2021/11/28
为这个货错过了上海机场新希望海印股份荣泰股份希望明天开始南油崛起,2021/11/28
已挂191买入明天,2021/11/28
本次大调整一定要猛吸抢筹这是千载难逢的机会绝对不要软蛋也许这辈子最发财的时,2021/11/28
就屏原油大跌10个点周一南油估计得高开在2元以上了不服来辩,2021/11/28
周一买不到了唉刚割肉出局骗死个人,2021/11/27
我猜这次建设银行一股未减,2021/11/27
周一大跌,2021/11/27
还没有涨就要跌了周一看谁跑的过苏炳添,2021/11/27
招商南油连续3日融资净买入累计44234万元1126,2021/11/27
十大流通股东从13亿减持到11亿从新上市刚减持了两亿还有11亿你们慢慢熬拿走,2021/11/26
被套两个月啦不知道啥时候能解套不怕他跌就怕他和一样动也不动,2021/11/26
甩下车了周一还能上车吗追高也行给机会就可以,2021/11/26
原油大跌周一不知道能不能买进来刚割肉,2021/11/26
割肉出局了原油竟然大跌宏观经济改善周一高开秒班已经成定局,2021/11/26
周一一根大阴线跌破186继续跌,2021/11/26
有人知道证券实报的消息说招商南油2021年报业绩预增真的假的啊,2021/11/26
生产经营正常个鸡儿论不要脸要数招商南油第一名,2021/11/26
买你又何用不分红股价越来越低怒,2021/11/26
请董秘能将近几年员工和高管平均年薪公布一下并对照重新上市后股价表现看看是不是,2021/11/26
请问建行江苏支行已经减持多少股份了是否会入上次一样只是嘴上说说实际却不减持,2021/11/26
兄弟们招商支撑位19现在194附近可以建仓5成左右实际仓位安自己资金能力范围,2021/11/26
今晚有公告吗这货懒得公告都没几个多发公告就能吸引更多机构来抢筹了这股起不,2021/11/26
194秒杀捂脸捂脸,2021/11/26
重组停盘公告本人持有的招商南油股票因家庭重组于明日开始停盘交易待本人家庭重,2021/11/26
挂了193就是不成交捂脸捂脸,2021/11/26
上证深圳还有大盘都在回调个股也在下跌管好手等企稳找支撑握手,2021/11/26
买卖都封这么多看来主力跟减持的有沉仇,2021/11/26
涨的全是电力有色汽车都TM不用运输,2021/11/26
什么时间改名字,2021/11/26
一千多万也就敢到退市股来闹腾有种明打明的来该退市就退市要不就好好经营总有,2021/11/26
下午大盘如果不反弹的话必有大单连续砸穿194193两层纸尿裤让大家见识招伤男,2021/11/26
上压下托买盘太大暂时不会拉高越托越跌的,2021/11/26
今天有可能收194这样的话周一一低开就破位下跌了,2021/11/26
银行194再减持600万股,2021/11/26
这破股真耽误事,2021/11/26
一次抛售7万手,2021/11/26
买时是手付卖时是秒付,2021/11/26
这种股票重新上市干嘛大笑,2021/11/26
打跌停,2021/11/26
在南油是练心态的 练情怀的,2021/11/26
这样的退市公司停止上市那么多年很有能耐又重新挂牌上市但上市后又成了退市的对象,2021/11/26
今天我再次问候招丧破油辣鸡中的极品,2021/11/26
全都释放油储了南油有活儿干了吗还是越干越赔钱,2021/11/26
都还没涨下跌模式咋就开启了捂脸捂脸,2021/11/26
涨一分趺五分招丧烂油股,2021/11/26
买了这只拉机股真的悲催,2021/11/26
这股已经到了死狗状态,2021/11/26
没有量没有换手太弱了,2021/11/26
压在多都没人要想更低就拼命咂,2021/11/26
招商南油今天一飞冲天好事连连全线飘红,2021/11/26
这破股删除自选就好,2021/11/26
经营范围在内的都有为什么就是涨不起,2021/11/26
凉稀皮老夫就不信每天半夜挂单都成交不了,2021/11/26
招商南油融资净买入18044万元融资余额271亿元1125,2021/11/26
这个股没有炒作题材唯一的优势就是价格低,2021/11/25
招商南油就是一只银行股,2021/11/25
601975招商南油关于股东集中竞价减持股份计划的公告,2021/11/25
董秘啥时候开始督促,2021/11/25
只要吧里出现了美少女美女美少妇图像的吧友拼命唱多这个股离大跌也就不远了切记,2021/11/25
什么时候到建行减持过半的时间有大佬可以告诉小弟是几号吗,2021/11/25
低位等待1月的解禁大家该干吗干吗去一时半会儿没行情春节后来看也不晚,2021/11/25
什么时候才能回到5元姑奶奶一直都没有补仓,2021/11/25
