date,high,low,open,close,volume,code
2022.05.19,5.85,5.59,5.64,5.82,82600948,300026.SZ
2022.05.20,5.95,5.74,5.8,5.82,89877321,300026.SZ
2022.05.23,6.15,5.82,5.82,6.05,121870987,300026.SZ
2022.05.24,6.03,5.62,6.0,5.62,111380551,300026.SZ
2022.05.25,5.71,5.57,5.6,5.71,58019859,300026.SZ
2022.05.26,5.76,5.5,5.75,5.66,64482720,300026.SZ
2022.05.27,5.72,5.52,5.67,5.58,60315161,300026.SZ
2022.05.30,5.62,5.44,5.61,5.5,59291343,300026.SZ
2022.05.31,5.65,5.36,5.46,5.62,81404991,300026.SZ
2022.06.01,5.66,5.48,5.6,5.51,60869555,300026.SZ
2022.06.02,5.52,5.41,5.51,5.42,53681268,300026.SZ
2022.06.06,5.68,5.41,5.43,5.65,96493869,300026.SZ
2022.06.07,6.13,5.59,5.63,5.96,180908550,300026.SZ
2022.06.08,5.93,5.74,5.89,5.8,106440290,300026.SZ
2022.06.09,6.02,5.75,5.81,5.82,111984274,300026.SZ
2022.06.10,5.93,5.76,5.79,5.87,83394002,300026.SZ
2022.06.13,5.88,5.68,5.79,5.81,79027320,300026.SZ
2022.06.14,5.8,5.53,5.75,5.73,77441645,300026.SZ
2022.06.15,5.83,5.67,5.69,5.67,75045640,300026.SZ
2022.06.16,5.95,5.69,5.7,5.95,150643739,300026.SZ
2022.06.17,5.98,5.76,5.9,5.95,108599232,300026.SZ
2022.06.20,7.09,5.92,5.95,6.73,282609440,300026.SZ
2022.06.21,7.08,6.68,6.74,6.85,271142038,300026.SZ
2022.06.22,7.22,6.77,6.98,6.8,220073627,300026.SZ
2022.06.23,6.84,6.6,6.78,6.79,126992491,300026.SZ
2022.06.24,7.36,6.72,6.74,7.16,194063250,300026.SZ
2022.06.27,7.87,7.16,7.47,7.2,221219041,300026.SZ
2022.06.28,7.22,6.97,7.11,7.06,122512672,300026.SZ
2022.06.29,7.6,6.86,6.98,7.28,189007803,300026.SZ
2022.06.30,7.79,7.19,7.24,7.7,211773372,300026.SZ
2022.07.01,7.95,7.53,7.6,7.66,141390963,300026.SZ
2022.07.04,7.93,7.6,7.72,7.8,116115273,300026.SZ
2022.07.05,7.77,7.45,7.77,7.57,114018026,300026.SZ
2022.07.06,7.8,7.2,7.7,7.27,130327388,300026.SZ
2022.07.07,7.31,6.89,7.28,7.08,113612123,300026.SZ
2022.07.08,7.24,7.07,7.13,7.09,75386222,300026.SZ
2022.07.11,7.43,7.1,7.2,7.26,115705354,300026.SZ
2022.07.12,7.7,7.09,7.24,7.42,157161905,300026.SZ
2022.07.13,7.26,6.92,7.25,7.06,113991274,300026.SZ
2022.07.14,7.05,6.87,6.88,6.9,68781797,300026.SZ
2022.07.15,7.04,6.75,6.83,6.81,62248855,300026.SZ
2022.07.18,6.87,6.63,6.78,6.78,85319378,300026.SZ
2022.07.19,6.8,6.55,6.72,6.66,72741337,300026.SZ
2022.07.20,6.79,6.63,6.66,6.7,61640766,300026.SZ
2022.07.21,6.89,6.62,6.7,6.76,73221201,300026.SZ
2022.07.22,6.76,6.41,6.75,6.47,85829781,300026.SZ
2022.07.25,6.73,6.44,6.46,6.66,75137312,300026.SZ
2022.07.26,6.71,6.45,6.71,6.68,56123047,300026.SZ
2022.07.27,6.7,6.56,6.6,6.59,42300375,300026.SZ
2022.07.28,6.64,6.46,6.61,6.47,59331509,300026.SZ
2022.07.29,6.48,6.25,6.43,6.3,72058333,300026.SZ
2022.08.01,6.3,6.11,6.29,6.14,78713744,300026.SZ
2022.08.02,6.15,5.78,6.15,5.86,90586561,300026.SZ
2022.08.03,6.02,5.83,5.83,5.87,69560446,300026.SZ
2022.08.04,6.03,5.85,5.92,5.99,52689864,300026.SZ
2022.08.05,6.11,5.96,5.96,6.08,58695733,300026.SZ
2022.08.08,6.47,6.15,6.2,6.32,131277278,300026.SZ
2022.08.09,6.25,6.1,6.23,6.16,67935309,300026.SZ
2022.08.10,6.16,6.01,6.15,6.03,50632437,300026.SZ
2022.08.11,6.15,6.05,6.06,6.14,42082372,300026.SZ
2022.08.12,6.17,6.07,6.09,6.14,36467220,300026.SZ
2022.08.15,6.12,6.06,6.12,6.09,30300863,300026.SZ
2022.08.16,6.2,6.09,6.1,6.12,36602030,300026.SZ
2022.08.17,6.15,6.02,6.15,6.07,41010283,300026.SZ
2022.08.18,6.08,5.96,6.08,5.97,44677543,300026.SZ
2022.08.19,6.05,5.97,5.98,5.99,38529691,300026.SZ
2022.08.22,6.16,5.98,6.03,6.12,60242926,300026.SZ
2022.08.23,6.11,5.98,6.08,6.01,44111351,300026.SZ
2022.08.24,6.04,5.86,5.99,5.86,41275937,300026.SZ
2022.08.25,5.94,5.75,5.87,5.92,34267907,300026.SZ
2022.08.26,6.0,5.85,5.93,5.87,33929062,300026.SZ
2022.08.29,5.91,5.75,5.78,5.89,28680504,300026.SZ
2022.08.30,5.92,5.6,5.82,5.67,72192583,300026.SZ
2022.08.31,5.7,5.51,5.67,5.61,52114245,300026.SZ
2022.09.01,5.83,5.56,5.59,5.74,58759594,300026.SZ
2022.09.02,5.98,5.73,5.74,5.91,66626845,300026.SZ
2022.09.05,5.99,5.75,5.95,5.79,43167385,300026.SZ
2022.09.06,5.86,5.73,5.83,5.85,28844300,300026.SZ
2022.09.07,5.83,5.73,5.8,5.76,35430483,300026.SZ
2022.09.08,5.76,5.58,5.75,5.6,52883572,300026.SZ
2022.09.09,5.73,5.59,5.6,5.68,30483268,300026.SZ
2022.09.13,5.87,5.65,5.66,5.74,50551832,300026.SZ
2022.09.14,5.64,5.53,5.62,5.61,36839028,300026.SZ
2022.09.15,5.67,5.41,5.65,5.45,53106612,300026.SZ
2022.09.16,5.45,5.16,5.42,5.17,48015447,300026.SZ
2022.09.19,5.24,5.1,5.16,5.17,28488960,300026.SZ
2022.09.20,5.27,5.17,5.18,5.21,28056690,300026.SZ
2022.09.21,5.25,5.08,5.17,5.21,28645090,300026.SZ
2022.09.22,5.24,5.1,5.16,5.11,32270372,300026.SZ
2022.09.23,5.13,4.96,5.1,5.01,34740357,300026.SZ
2022.09.26,5.03,4.87,5.0,4.88,45364848,300026.SZ
2022.09.27,5.22,4.91,4.92,5.21,90079668,300026.SZ
2022.09.28,5.26,5.08,5.15,5.08,42684608,300026.SZ
2022.09.29,5.2,5.0,5.11,5.02,44172482,300026.SZ
2022.09.30,5.35,5.01,5.02,5.26,96457120,300026.SZ
2022.10.10,5.36,5.17,5.26,5.19,62554759,300026.SZ
2022.10.11,5.19,4.9,5.18,5.06,55835156,300026.SZ
2022.10.12,5.19,4.96,5.06,5.18,51175947,300026.SZ
2022.10.13,5.39,5.12,5.15,5.28,78365444,300026.SZ
2022.10.14,5.79,5.28,5.28,5.7,139979044,300026.SZ
2022.10.17,5.94,5.67,5.7,5.71,114601258,300026.SZ
2022.10.18,6.33,5.61,5.72,6.17,206387700,300026.SZ
2022.10.19,6.3,6.02,6.1,6.12,136186414,300026.SZ
2022.10.20,6.24,6.03,6.05,6.1,109781059,300026.SZ
2022.10.21,6.2,5.96,6.03,6.1,96629807,300026.SZ
2022.10.24,6.6,6.17,6.17,6.31,144770912,300026.SZ
2022.10.25,6.22,5.97,6.11,6.09,100550774,300026.SZ
2022.10.26,6.78,6.08,6.1,6.54,156924191,300026.SZ
2022.10.27,7.2,6.45,6.5,7.09,206709686,300026.SZ
2022.10.28,7.08,6.67,6.89,6.75,146666490,300026.SZ
2022.10.31,7.24,6.54,6.8,7.08,149729670,300026.SZ
2022.11.01,7.38,6.83,7.06,7.05,113559119,300026.SZ
2022.11.02,7.39,6.72,6.9,6.8,187749980,300026.SZ
2022.11.03,6.76,6.4,6.5,6.61,151575279,300026.SZ
2022.11.04,6.78,6.53,6.57,6.68,98734539,300026.SZ
2022.11.07,6.79,6.44,6.75,6.51,91636238,300026.SZ
2022.11.08,6.64,6.33,6.57,6.58,75240753,300026.SZ
2022.11.09,7.06,6.54,6.58,6.99,153457885,300026.SZ
2022.11.10,7.1,6.83,6.98,6.86,105626608,300026.SZ
2022.11.11,7.2,6.56,6.93,6.58,163553795,300026.SZ
2022.11.14,7.06,6.45,6.46,7.06,165925397,300026.SZ
2022.11.15,7.12,6.77,7.0,7.1,136825760,300026.SZ
2022.11.16,7.11,6.82,7.0,6.9,90948150,300026.SZ
2022.11.17,7.25,6.83,6.88,7.06,108691833,300026.SZ
2022.11.18,7.47,6.92,6.95,7.26,163540160,300026.SZ
2022.11.21,7.29,6.99,7.15,7.21,113309923,300026.SZ
2022.11.22,7.57,6.82,7.37,6.88,153942452,300026.SZ
2022.11.23,6.87,6.3,6.8,6.48,111147633,300026.SZ
2022.11.24,6.79,6.47,6.47,6.73,95542685,300026.SZ
2022.11.25,6.83,6.41,6.74,6.64,73537158,300026.SZ
2022.11.28,6.75,6.46,6.54,6.56,69015690,300026.SZ
2022.11.29,6.78,6.4,6.41,6.69,87180543,300026.SZ
2022.11.30,6.77,6.54,6.66,6.64,73706763,300026.SZ
