date,high,low,open,close,volume,code
2022-08-02 00:00:00,22.06,21,22.03,21.16,36502628,002603
2022-08-03 00:00:00,21.79,21.02,21.02,21.26,30691092,002603
2022-08-04 00:00:00,21.57,21.05,21.26,21.49,19462224,002603
2022-08-05 00:00:00,21.69,21.18,21.55,21.66,22153548,002603
2022-08-08 00:00:00,22.87,21.98,22.05,22.84,51732842,002603
2022-08-09 00:00:00,22.6,22.34,22.5,22.4,23467943,002603
2022-08-10 00:00:00,22.48,21.9,22.3,22.08,22185690,002603
2022-08-11 00:00:00,22.37,22.11,22.27,22.33,18796812,002603
2022-08-12 00:00:00,22.47,22.11,22.32,22.33,15479954,002603
2022-08-15 00:00:00,22.28,22.02,22.24,22.13,14142294,002603
2022-08-16 00:00:00,22.25,22.03,22.16,22.1,14189632,002603
2022-08-17 00:00:00,22.2,21.68,22.03,22.19,22577380,002603
2022-08-18 00:00:00,22.1,21.72,22.1,21.76,17425372,002603
2022-08-19 00:00:00,21.88,21.51,21.7,21.52,14280968,002603
2022-08-22 00:00:00,21.82,21.1,21.48,21.82,18049739,002603
2022-08-23 00:00:00,21.75,21.51,21.65,21.59,10943348,002603
2022-08-24 00:00:00,21.87,21,21.6,21.07,24334113,002603
2022-08-25 00:00:00,21.22,20.38,21.01,20.77,22896748,002603
2022-08-26 00:00:00,21.8,20.99,20.99,21.51,33918800,002603
2022-08-29 00:00:00,21.69,21.15,21.35,21.64,17895887,002603
2022-08-30 00:00:00,21.8,21.25,21.61,21.42,15050332,002603
2022-08-31 00:00:00,21.6,21.09,21.33,21.39,15574591,002603
2022-09-01 00:00:00,22.31,21.34,21.49,22.19,40891599,002603
2022-09-02 00:00:00,22.16,21.64,22.1,21.8,24251226,002603
2022-09-05 00:00:00,21.98,21.11,21.8,21.3,21177191,002603
2022-09-06 00:00:00,21.5,21.11,21.3,21.41,15280392,002603
2022-09-07 00:00:00,22.1,21.2,21.53,21.88,27215807,002603
2022-09-08 00:00:00,22.63,21.78,21.89,22.12,33588092,002603
2022-09-09 00:00:00,22.34,21.8,22.02,21.85,22406466,002603
2022-09-13 00:00:00,22.36,21.61,21.83,22.15,24434324,002603
2022-09-14 00:00:00,21.83,21.46,21.82,21.7,17931913,002603
2022-09-15 00:00:00,22.06,21.05,21.72,21.29,17794920,002603
2022-09-16 00:00:00,21.26,20.36,21.13,20.36,22249913,002603
2022-09-19 00:00:00,20.37,19.48,20.37,20.12,21794090,002603
2022-09-20 00:00:00,20.67,20.12,20.12,20.43,14964561,002603
2022-09-21 00:00:00,20.35,19.89,20.33,20.04,13232848,002603
2022-09-22 00:00:00,20.08,19.53,19.98,19.56,16301579,002603
2022-09-23 00:00:00,19.78,18.89,19.69,19.21,18021579,002603
2022-09-26 00:00:00,19.3,18.82,19.01,18.83,15185602,002603
2022-09-27 00:00:00,20.5,18.9,18.9,20.13,36085638,002603
2022-09-28 00:00:00,20.99,19.81,19.93,20.28,39848845,002603
2022-09-29 00:00:00,21.01,20.01,20.38,20.19,29536425,002603
2022-09-30 00:00:00,21.88,20.11,20.25,21.71,63846759,002603
2022-10-10 00:00:00,22.52,21.5,21.99,22.01,62084229,002603
2022-10-11 00:00:00,21.92,21.11,21.9,21.56,37492579,002603
2022-10-12 00:00:00,21.65,20.75,21.46,21.6,30765016,002603
2022-10-13 00:00:00,22.28,21.36,21.52,21.7,30148915,002603
2022-10-14 00:00:00,23.03,21.58,21.62,22.63,61977249,002603
2022-10-17 00:00:00,23.17,22.46,22.65,22.53,44290192,002603
2022-10-18 00:00:00,24.5,22.19,22.59,23.9,82655402,002603
2022-10-19 00:00:00,23.69,22.91,23.68,23.25,44584907,002603
2022-10-20 00:00:00,25.58,22.9,23,24.21,89266253,002603
2022-10-21 00:00:00,25.5,23.7,23.8,25.01,75733699,002603
2022-10-24 00:00:00,26.93,25.18,25.85,25.28,99970528,002603
2022-10-25 00:00:00,25.56,24.2,24.92,24.28,58478553,002603
2022-10-26 00:00:00,26.25,24.5,24.5,25.98,76300569,002603
2022-10-27 00:00:00,28.58,26,26.2,28.58,110688170,002603
2022-10-28 00:00:00,29.11,27.61,28.56,28.08,106493893,002603
2022-10-31 00:00:00,30.85,28.01,28.92,30.48,95962547,002603
2022-11-01 00:00:00,33.08,29.98,30.47,33.05,101379430,002603
2022-11-02 00:00:00,36.36,31.76,32,32.16,162984504,002603
2022-11-03 00:00:00,33.71,30.6,31.2,32.03,116888397,002603
2022-11-04 00:00:00,35.23,32,32.16,34.93,126356434,002603
2022-11-07 00:00:00,34.8,32.99,34.8,33.57,114971149,002603
2022-11-08 00:00:00,33.57,31.56,33.19,32.8,86494023,002603
2022-11-09 00:00:00,35.66,32.22,32.41,35,115616099,002603
